SEQN,Gender,Age,Race,Month of Exam,Active Duty,Deployed,Birth Country,Citizenship,TimeUS,EduKids,EduAdult,Marital Status,Language,NumbHH,HH Gender,HH Age,HH Edu,HH Marital,HH Sp Edu,Int Weight,MEC Weight,AHH Income,FAM Income
95097,2,66,3,2,2,0,1,1,0,0,5,1,1,2,2,4,3,1,3,254885.3507,272498.8887,14,14
95098,1,68,2,1,2,0,2,1,1,0,4,1,1,2,2,3,3,1,2,10007.21509,10067.38768,13,13
95099,2,70,6,1,2,0,2,1,8,0,3,1,1,4,1,4,3,1,2,21605.99477,23014.64168,14,14
95100,2,17,6,1,2,0,2,2,4,12,0,0,1,3,1,3,3,1,3,27319.62367,31606.45757,15,15
95101,2,80,3,2,2,0,1,1,0,0,1,1,1,3,2,4,1,1,2,11373.21582,17265.08293,3,3
95102,2,61,6,2,2,0,2,1,6,0,5,1,1,4,2,4,3,1,3,15818.46639,17354.47124,9,9
95103,1,39,2,1,1,1,1,1,0,0,5,1,1,7,2,3,3,1,3,76127.73162,91837.28681,15,15
95104,1,2,3,2,0,0,1,1,0,0,0,0,1,4,2,2,2,1,0,20509.17212,22323.96896,9,9
95105,1,67,3,2,2,0,1,1,0,0,4,1,1,2,1,4,2,1,0,62628.89718,84299.95492,7,7
95106,1,17,6,1,2,0,2,2,1,66,0,0,1,4,1,3,2,1,2,16423.61876,16759.45805,2,2
95107,2,6,3,2,0,0,1,1,0,0,0,0,1,6,1,3,2,1,2,32093.48659,33883.00987,4,4
95108,1,13,2,1,0,0,1,1,0,6,0,0,1,5,2,3,2,3,0,20259.04001,20756.84684,2,2
95109,2,3,1,1,0,0,1,1,0,0,0,0,1,4,1,2,1,1,2,17247.60103,18566.97156,9,9
95110,2,67,1,1,2,0,1,1,0,0,4,1,1,4,1,4,2,1,2,14800.91066,14819.66693,15,15
95111,1,15,3,1,0,0,1,1,0,10,0,0,1,3,2,3,2,1,2,48872.02195,49632.98176,8,2
95112,2,14,4,2,0,0,1,1,0,7,0,0,1,5,2,3,1,3,0,13395.54157,13480.99461,5,5
95113,2,20,1,2,2,0,1,1,0,0,3,5,1,4,2,3,2,1,0,63800.76826,74951.39886,14,14
95114,1,34,1,1,2,0,1,1,0,0,5,1,1,2,2,2,2,1,3,37223.20421,43145.59051,9,9
95115,2,33,4,1,2,0,2,2,2,0,1,1,1,4,1,3,1,1,1,26846.096,26218.10193,7,7
95116,1,62,3,1,2,0,1,1,0,0,4,1,1,2,1,4,2,1,2,168049.7632,175736.5509,9,9
95117,2,9,2,2,0,0,1,1,0,3,0,0,2,6,1,2,1,1,1,13216.77849,13324.08452,8,8
95118,1,57,6,2,2,0,2,1,7,0,5,1,1,2,2,4,3,1,3,10468.06406,10809.39636,14,14
95119,1,20,6,0,2,0,2,2,2,0,4,5,1,3,1,2,2,3,0,28170.66563,0,1,1
95120,1,10,3,1,0,0,1,1,0,2,0,0,1,7,2,3,2,1,0,15451.45249,16263.12086,7,7
95121,2,66,1,1,2,0,1,1,0,0,5,1,2,2,1,4,1,1,3,9454.714733,9601.390872,12,12
95122,2,6,7,1,0,0,1,1,0,0,0,0,1,4,2,2,3,1,2,12831.5695,13120.23762,15,15
95123,2,50,2,1,2,0,2,1,9,0,5,3,1,2,2,3,3,2,0,29481.1513,29730.40676,15,15
95124,1,58,4,2,2,0,1,1,0,0,2,5,1,2,1,4,0,3,0,32959.61591,35594.15796,7,6
95125,1,5,3,1,0,0,1,1,0,0,0,0,1,4,2,2,2,3,0,20265.30125,20948.20442,1,1
95126,2,59,6,2,2,0,2,1,6,0,2,1,1,7,1,2,3,1,2,25387.15417,26352.20342,12,12
95127,1,16,3,2,0,0,1,1,0,9,0,0,1,6,1,3,2,1,2,60950.60338,62498.01687,10,10
95128,2,33,4,2,2,0,1,1,0,0,4,6,1,5,2,4,1,2,0,24836.99938,26004.16435,77,77
95129,1,60,1,1,2,0,2,1,8,0,1,3,2,2,1,4,1,2,0,6654.654498,6964.950347,7,3
95130,2,2,3,2,0,0,1,1,0,0,0,0,1,3,2,2,2,1,3,22964.69147,25555.21729,6,6
95131,1,60,3,2,2,0,1,1,0,0,3,1,1,2,2,3,2,1,2,27958.07049,26440.85221,6,6
95132,2,9,3,2,0,0,1,1,0,3,0,0,1,7,2,2,2,1,2,36373.18943,39719.62072,8,8
95133,1,7,4,1,0,0,1,1,0,1,0,0,1,3,2,2,2,3,0,14959.9711,16411.45268,4,4
95134,1,37,1,2,2,0,2,2,5,0,3,6,2,6,2,2,1,1,0,54582.57427,58268.5658,3,3
95135,1,78,3,2,2,0,1,1,0,0,4,2,1,1,1,4,2,2,0,7543.568226,8137.145906,4,4
95136,2,10,1,1,0,0,1,1,0,4,0,0,2,6,1,3,1,1,1,15250.62995,15248.40907,7,7
95137,2,53,3,2,2,0,1,1,0,0,4,3,1,3,1,3,2,1,0,95449.91185,114410.9897,15,15
95138,2,71,3,2,2,0,1,1,0,0,2,1,1,3,2,4,1,1,2,139424.9523,169435.3427,10,10
95139,2,29,3,0,2,0,1,1,0,0,2,6,1,4,2,2,1,1,0,76160.86024,0,8,8
95140,2,42,1,1,2,0,1,1,0,0,4,1,1,5,1,2,1,1,2,32244.08232,34102.39216,15,15
95141,2,7,3,0,0,0,1,1,0,1,0,0,1,4,2,2,1,1,0,46717.32251,0,8,8
95142,1,3,1,1,0,0,1,1,0,0,0,0,1,5,2,2,1,1,0,42334.16514,45357.7133,4,4
95143,2,51,1,1,2,0,2,2,8,0,3,3,1,4,2,3,2,2,0,30563.29939,31974.41524,8,8
95144,2,6,3,0,0,0,1,1,0,1,0,0,1,7,1,3,1,1,1,28193.91902,0,10,10
95145,2,5,3,2,0,0,1,1,0,0,0,0,1,6,1,2,2,1,2,30781.24521,30279.14325,7,7
95146,2,10,4,1,0,0,1,1,0,4,0,0,1,7,1,3,1,1,2,19332.48591,19764.55821,7,7
95147,2,2,3,2,0,0,1,1,0,0,0,0,1,7,2,2,2,1,2,21329.65164,22719.71191,8,8
95148,2,56,4,1,2,0,1,1,0,0,2,6,1,6,2,2,2,3,0,37076.21606,39035.52165,13,13
95149,2,48,3,1,2,0,1,1,0,0,3,3,1,3,2,3,2,2,0,195462.4553,221220.8279,7,7
95150,1,15,3,2,0,0,1,1,0,9,0,0,1,3,1,1,2,0,0,26200.97908,25431.90798,1,1
95151,2,80,3,2,2,0,1,1,0,0,3,2,1,2,2,4,2,2,0,17528.03909,24756.21443,5,5
95152,1,59,4,2,1,2,1,1,0,0,4,2,1,1,1,3,2,2,0,17908.25614,20336.37913,2,2
95153,2,23,3,2,2,0,1,1,0,0,3,6,1,4,2,2,2,1,0,77356.82893,76480.18264,7,7
95154,2,8,3,2,0,0,1,1,0,2,0,0,1,4,2,2,1,1,1,15764.97085,21385.02655,6,6
95155,1,62,1,1,2,0,2,1,8,0,2,1,2,7,1,4,1,1,0,10664.37661,12772.02372,2,2
95156,2,3,3,2,0,0,1,1,0,0,0,0,1,6,1,2,2,1,2,24685.85762,24283.18328,9,9
95157,1,54,4,2,2,0,1,1,0,0,4,6,1,5,1,3,2,1,0,29943.88505,31434.75587,12,12
95158,2,15,3,2,0,0,1,1,0,8,0,0,1,7,2,2,2,1,2,47296.09923,48745.92177,8,8
95159,2,12,3,2,0,0,1,1,0,6,0,0,1,5,1,3,3,1,3,65452.57433,67277.93248,15,15
95160,2,66,4,1,2,0,1,1,0,0,5,1,1,2,1,4,0,1,3,12441.81095,13653.64147,0,0
95161,2,16,2,2,0,0,2,2,3,10,0,0,2,2,2,2,2,2,0,27219.113,29542.85246,6,6
95162,1,17,7,1,2,0,1,1,0,10,0,0,1,6,2,2,2,1,3,9623.67136,10043.4365,14,14
95163,1,68,6,2,2,0,2,1,5,0,3,1,1,3,1,2,0,3,0,20884.75978,21756.86976,13,13
95164,1,1,2,2,0,0,1,1,0,0,0,0,1,4,2,2,3,1,3,17269.0933,18449.2125,15,15
95165,2,39,4,1,2,0,1,1,0,0,4,3,1,3,1,4,2,1,2,42019.69964,43358.74578,14,14
95166,2,0,1,2,0,0,1,1,0,0,0,0,2,6,2,2,2,1,0,7633.572054,9374.951011,6,6
95167,2,13,1,2,0,0,1,1,0,7,0,0,1,5,1,2,2,1,0,15470.87937,15791.41478,5,5
95168,2,59,4,1,2,0,1,1,0,0,4,1,1,4,1,4,2,1,2,13667.11234,13694.80615,10,10
95169,2,61,6,1,2,0,2,1,7,0,1,1,1,3,1,2,2,3,0,7879.935739,7612.506267,7,7
95170,2,67,6,2,2,0,2,1,7,0,1,2,1,5,2,4,1,2,0,19890.67035,21447.12824,15,15
95171,2,41,3,2,2,0,1,1,0,0,3,1,1,6,1,3,2,1,2,40357.27055,41313.03302,10,8
95172,2,71,1,1,2,0,2,2,99,0,1,5,2,4,2,3,1,2,0,35281.94038,36636.67536,14,14
95173,1,80,4,2,2,0,1,1,0,0,2,6,1,2,2,4,3,1,0,9353.39791,9139.886578,9,3
95174,2,25,7,2,2,0,1,1,0,0,4,1,1,7,2,2,2,1,0,75660.94812,76619.69457,7,7
95175,1,0,7,2,0,0,1,1,0,0,0,0,1,6,2,3,2,2,0,4722.614349,5239.075538,15,15
95176,2,9,1,1,0,0,1,1,0,3,0,0,1,5,2,2,2,1,0,19961.18106,19869.33814,99,99
95177,2,57,6,1,2,0,2,2,3,0,3,5,1,3,2,4,3,2,0,7458.26884,7504.285016,1,1
95178,1,1,3,1,0,0,1,1,0,0,0,0,1,4,1,2,3,1,3,30028.81755,32172.51521,15,15
95179,2,31,3,1,2,0,1,1,0,0,4,1,1,4,1,2,2,3,0,47713.29579,47635.65321,8,4
95180,1,4,6,1,0,0,1,1,0,0,0,0,1,5,2,2,2,1,2,15887.39093,16339.56818,10,10
95181,1,39,3,2,2,0,1,1,0,0,5,1,1,4,2,2,3,1,3,25567.16775,25109.44466,15,15
95182,1,56,2,2,2,0,1,1,0,0,4,1,1,2,2,4,2,1,2,37604.35215,41396.89266,15,15
95183,2,14,1,1,0,0,1,1,0,8,0,0,1,5,1,3,2,1,2,12244.20585,12836.75451,8,8
95184,2,21,3,2,2,0,1,1,0,0,4,5,1,4,1,4,3,1,3,67710.97454,67035.08943,12,12
95185,1,17,4,2,2,0,1,1,0,11,0,0,1,3,2,3,3,2,0,15147.51552,15973.40544,8,8
95186,2,28,6,2,2,0,2,2,2,0,5,1,1,2,1,2,3,1,3,18640.0616,20179.89767,14,14
95187,1,10,4,1,0,0,1,1,0,3,0,0,1,5,2,3,2,1,2,7643.157304,8078.832857,12,12
95188,2,11,4,1,0,0,1,1,0,4,0,0,1,4,2,3,2,2,0,8509.060273,8544.931635,13,13
95189,1,66,4,2,2,0,1,1,0,0,5,4,1,3,1,4,3,2,0,6454.027293,6561.030573,6,6
95190,2,28,1,1,2,0,1,1,0,0,4,5,1,4,1,2,0,0,0,44334.31743,46807.06156,10,5
95191,2,54,1,1,2,0,2,2,99,0,1,4,2,3,2,3,1,2,0,30030.95475,29349.13295,3,3
95192,1,15,4,1,0,0,1,1,0,9,0,0,1,7,1,2,2,1,3,21562.66455,22824.8065,9,9
95193,1,9,3,2,0,0,1,1,0,2,0,0,1,5,1,2,2,1,2,41760.99127,45449.6429,15,15
95194,1,19,1,1,2,0,1,1,0,11,0,0,1,4,1,4,0,2,0,30647.58139,31753.00529,0,0
95195,2,19,2,1,2,0,1,1,0,13,0,0,1,2,2,3,2,2,0,30992.21442,33638.06962,2,2
95196,2,1,4,1,0,0,1,1,0,0,0,0,1,6,2,2,3,1,3,4581.841429,4890.322422,0,0
95197,1,34,3,2,2,0,1,1,0,0,3,6,1,3,2,2,2,1,0,40996.91698,48681.17537,7,7
95198,2,19,4,1,2,0,1,1,0,13,0,0,1,1,2,1,2,0,0,14293.9083,15090.26573,1,1
95199,2,61,4,2,2,0,1,1,0,0,3,1,1,3,2,4,2,1,0,10581.81121,10996.14576,8,8
95200,2,23,1,2,2,0,2,9,5,0,3,6,1,4,1,2,2,1,0,23239.06348,24357.0205,5,5
95201,2,17,3,1,2,0,1,1,0,9,0,0,1,7,2,3,2,1,2,26862.64674,26767.21194,15,15
95202,2,23,3,2,2,0,1,1,0,0,5,5,1,3,1,4,3,1,3,79265.29017,78396.56016,15,15
95203,1,54,4,1,1,1,1,1,0,0,4,4,1,1,1,3,2,2,0,14730.77175,15166.59709,4,4
95204,2,18,6,2,2,0,2,1,4,13,0,0,1,5,2,2,1,1,3,9178.163463,10440.54351,15,15
95205,2,1,3,2,0,0,1,1,0,0,0,0,1,4,2,3,2,1,2,10087.69605,12701.02706,10,10
95206,1,47,4,2,2,0,2,1,7,0,4,6,1,6,1,3,2,1,0,19639.19919,21248.50132,14,14
95207,2,71,4,2,2,0,1,1,0,0,2,1,1,3,1,4,1,1,1,18887.93724,20021.09936,77,77
95208,1,78,1,1,2,0,2,1,6,0,4,1,1,3,1,4,2,1,1,20669.47901,20822.98733,7,7
95209,2,73,4,2,2,0,1,1,0,0,3,2,1,2,1,3,2,2,0,21511.83894,28930.57562,12,12
95210,2,44,3,2,2,0,2,1,8,0,4,1,1,2,1,3,2,1,2,113808.4062,113858.313,15,15
95211,2,22,1,1,2,0,1,1,0,0,4,1,1,2,1,2,2,1,2,53100.83736,53810.53327,9,9
95212,1,3,6,1,0,0,1,1,0,0,0,0,1,4,1,2,3,1,3,12062.98495,12602.85337,15,15
95213,1,25,1,1,2,0,1,1,0,0,2,5,1,2,1,3,2,2,0,34650.58735,45185.57403,14,14
95214,1,70,4,1,1,1,1,1,0,0,4,1,1,2,1,4,2,1,2,8956.891114,8893.301593,5,5
95215,2,52,3,2,2,0,1,1,0,0,4,3,1,1,2,3,2,2,0,63788.08843,63253.28963,1,1
95216,1,50,6,2,2,0,2,1,5,0,5,1,1,3,1,3,3,1,3,18560.20212,20924.05365,15,15
95217,2,3,1,1,0,0,1,1,0,0,0,0,1,5,2,2,0,1,0,23897.2402,25334.9201,0,0
95218,2,16,3,1,0,0,1,1,0,11,0,0,1,5,2,2,3,1,3,41184.80647,41799.23496,15,15
95219,1,7,3,2,0,0,1,1,0,1,0,0,1,5,1,2,2,1,2,30571.20787,32177.12047,9,9
95220,2,61,1,1,2,0,1,1,0,0,3,4,1,4,2,4,2,2,0,8156.286232,8415.597702,7,7
95221,2,35,7,2,2,0,1,1,0,0,4,4,1,4,2,4,2,2,0,37770.0128,37536.91443,7,3
95222,2,72,2,2,2,0,1,1,0,0,4,2,1,3,2,4,2,2,0,52598.02892,54484.58893,99,99
95223,2,16,4,2,0,0,1,1,0,10,0,0,1,7,1,3,1,1,2,25002.22576,25616.08449,7,7
95224,1,73,7,1,1,1,1,1,0,0,5,3,1,2,1,4,3,2,0,14011.19312,14834.11435,10,8
95225,2,10,3,2,0,0,1,1,0,5,0,0,1,6,1,2,3,1,2,18872.1006,19924.40333,8,8
95226,1,8,4,1,0,0,2,2,2,1,0,0,1,4,2,2,2,1,0,13032.19656,16427.76949,2,2
95227,1,22,6,2,2,0,2,2,3,0,5,5,1,3,1,3,3,1,3,27438.29697,35816.92119,14,14
95228,1,46,3,1,2,0,1,1,0,0,5,1,1,4,2,3,2,1,3,248637.7863,250520.3429,15,15
95229,2,0,7,2,0,0,1,1,0,0,0,0,1,3,1,2,3,1,3,11217.6696,13110.59506,15,15
95230,1,0,1,1,0,0,1,1,0,0,0,0,1,4,1,2,0,1,0,5440.502014,6092.673692,2,2
95231,1,32,7,2,2,0,1,1,0,0,2,5,1,5,2,4,2,2,0,30824.51681,31589.30869,8,8
95232,2,23,4,1,2,0,1,1,0,0,2,6,1,4,2,2,1,1,0,21074.52278,23047.05825,4,4
95233,2,21,1,1,2,0,2,2,5,0,3,5,1,5,1,3,1,1,1,23652.99328,24515.76997,7,7
95234,1,7,4,0,0,0,1,1,0,1,0,0,1,7,2,3,0,1,0,13275.14097,0,0,0
95235,1,4,1,2,0,0,1,1,0,0,0,0,1,5,2,2,2,1,1,23536.36762,32660.13385,9,9
95236,2,76,1,1,2,0,2,1,8,0,1,4,2,4,2,3,1,1,1,19068.74717,19940.11105,1,1
95237,1,29,3,2,2,0,1,1,0,0,5,5,1,1,1,2,3,3,0,109946.8755,116873.9879,4,4
95238,1,78,4,2,2,0,1,1,0,0,3,1,1,2,2,4,2,1,2,9734.389701,10105.21646,10,10
95239,2,23,1,1,2,0,2,7,5,0,3,6,1,4,1,2,1,1,0,41044.58614,44042.21512,3,3
95240,2,1,6,1,0,0,1,1,0,0,0,0,1,7,1,4,1,1,1,13527.43934,13567.61277,7,7
95241,2,29,1,0,2,0,2,2,4,0,3,1,2,3,2,2,2,1,0,100143.3814,0,14,14
95242,2,58,4,1,2,0,1,1,0,0,5,1,1,3,2,3,3,1,3,57659.41026,60147.43706,6,6
95243,2,68,4,1,2,0,1,1,0,0,4,2,1,3,2,4,2,2,0,8655.488707,9097.832697,6,6
95244,2,48,4,2,2,0,1,1,0,0,3,5,1,2,2,3,2,3,0,9547.813538,10707.85585,5,5
95245,1,6,3,2,0,0,1,1,0,0,0,0,1,7,1,2,2,1,0,38143.92335,39998.58172,15,15
95246,2,0,2,1,0,0,1,1,0,0,0,0,1,5,1,4,3,1,2,8962.895787,8379.422837,5,5
95247,2,64,6,1,2,0,2,1,6,0,4,1,1,2,1,4,2,1,2,21546.3881,24007.34565,3,3
95248,2,0,3,1,0,0,1,1,0,0,0,0,1,7,2,2,3,1,0,15388.90336,18845.24044,15,15
95249,2,70,3,2,2,0,1,1,0,0,4,3,1,1,2,4,2,2,0,35107.7629,39350.6795,5,5
95250,1,44,6,2,2,0,2,1,5,0,5,1,1,5,2,2,1,1,3,18366.66492,18386.37197,15,15
95251,2,38,3,2,2,0,1,1,0,0,2,1,1,4,2,2,1,1,2,76509.44077,81601.14609,6,6
95252,1,70,3,2,1,2,1,1,0,0,5,4,1,1,1,4,3,2,0,19352.58644,19696.93418,4,4
95253,1,10,4,2,0,0,1,1,0,5,0,0,1,5,1,3,3,1,2,9824.193752,10626.9642,15,15
95254,2,3,2,2,0,0,2,7,77,0,0,0,2,5,1,2,1,1,1,29768.26501,31232.26211,1,1
95255,2,24,3,1,2,0,1,1,0,0,3,5,1,4,1,3,2,1,2,86059.43837,102200.2701,15,15
95256,2,66,3,2,2,0,1,1,0,0,3,2,1,1,2,4,2,2,0,23856.18184,30882.04281,2,2
95257,2,39,4,2,2,0,2,1,5,0,4,1,1,5,1,3,3,1,2,20349.68904,21482.09185,15,15
95258,1,62,2,1,1,1,1,1,0,0,4,3,1,2,1,4,2,2,0,9476.529437,9228.076311,7,5
95259,1,80,3,2,1,2,1,1,0,0,4,1,1,2,2,4,0,1,2,30832.84128,36792.17049,0,0
95260,1,26,3,1,2,0,1,1,0,0,5,5,1,4,1,2,3,3,0,136760.0465,145376.5006,15,8
95261,2,24,2,1,2,0,2,1,6,0,3,5,1,4,2,3,1,2,0,39583.31101,47110.4676,6,6
95262,2,24,7,1,2,0,1,1,0,0,3,4,1,3,2,2,2,2,0,42413.85045,46895.65466,5,5
95263,1,0,3,2,0,0,1,1,0,0,0,0,1,3,1,2,2,1,2,5262.248859,5477.346856,7,7
95264,2,18,6,1,2,0,2,2,2,11,0,0,1,3,1,3,3,1,2,16822.53327,19136.33282,9,9
95265,2,46,1,2,2,0,2,2,5,0,4,4,2,3,2,3,2,2,0,40245.39997,40358.85736,6,6
95266,2,58,3,2,2,0,1,1,0,0,3,1,1,3,1,2,2,3,0,118755.4521,142475.97,15,15
95267,1,1,4,1,0,0,1,1,0,0,0,0,1,4,1,2,2,1,3,10721.61134,14211.42361,7,7
95268,1,70,3,2,2,0,1,1,0,0,2,1,1,2,1,4,1,1,2,42850.92242,47352.31283,6,6
95269,1,18,4,1,2,0,2,2,2,11,0,0,1,4,1,1,1,0,0,19642.34375,20206.9912,0,0
95270,1,5,7,1,0,0,1,1,0,0,0,0,1,5,2,4,0,1,0,9543.72208,10652.14585,8,6
95271,1,0,3,1,0,0,1,1,0,0,0,0,1,4,2,1,2,0,0,11125.69463,10555.79074,13,13
95272,2,80,3,2,2,0,1,1,0,0,4,2,1,1,2,4,2,2,0,22595.17656,24296.73621,6,6
95273,1,62,1,2,2,0,2,1,9,0,5,1,1,4,2,3,2,1,3,22745.92699,23568.29416,6,6
95274,2,48,3,1,2,0,1,1,0,0,2,1,1,3,1,3,2,1,1,172214.2811,189007.8593,9,9
95275,2,41,7,2,2,0,1,1,0,0,5,1,1,2,2,3,3,1,3,24160.4259,27772.21915,15,15
95276,1,33,3,2,1,7,1,1,0,0,5,1,1,2,1,2,3,1,3,217494.1566,217665.4683,14,14
95277,1,0,3,1,0,0,1,1,0,0,0,0,1,3,1,2,2,1,3,16746.71216,21013.19412,15,15
95278,2,43,2,2,2,0,2,1,8,0,2,1,2,4,2,2,0,3,0,19875.64076,19525.91218,10,10
95279,1,36,6,1,2,0,2,1,5,0,2,1,1,5,1,2,1,1,1,26441.7534,27649.19376,6,6
95280,2,42,3,2,2,0,1,1,0,0,3,5,1,5,1,2,2,3,0,65062.21588,74577.20698,12,12
95281,2,61,4,2,2,0,1,1,0,0,5,3,1,1,2,4,3,2,0,9078.407418,9717.629384,7,7
95282,1,6,6,1,0,0,1,1,0,0,0,0,1,4,1,2,2,1,2,12834.66995,13449.67109,6,6
95283,1,18,1,1,2,0,1,1,0,13,0,0,1,1,1,1,2,0,0,22624.65406,22723.69799,2,2
95284,2,41,2,1,2,0,2,2,2,0,4,1,2,5,2,3,2,1,2,7980.304874,7793.255841,3,3
95285,2,6,3,2,0,0,1,1,0,0,0,0,1,4,2,2,2,2,0,12778.819,15906.51069,3,3
95286,2,17,3,2,2,0,1,1,0,13,0,0,1,4,1,3,2,1,2,72188.1728,77386.15036,14,14
95287,2,56,6,2,2,0,2,1,5,0,4,1,1,2,1,4,3,1,2,30312.27293,32044.14653,15,15
95288,1,34,3,1,2,0,1,1,0,0,5,5,1,2,2,4,2,2,0,55966.25202,69316.32719,6,6
95289,2,56,1,2,2,0,2,1,8,0,4,3,1,2,2,3,2,2,0,35052.73473,35094.21971,10,10
95290,2,8,7,1,0,0,1,1,0,1,0,0,1,4,1,2,2,1,2,6684.915297,7014.344662,12,12
95291,1,4,4,1,0,0,1,1,0,0,0,0,1,4,2,2,2,3,0,7566.549134,7611.87852,4,4
95292,1,8,3,2,0,0,1,1,0,2,0,0,1,6,1,3,2,1,2,19377.81397,20158.99697,9,9
95293,1,16,3,1,0,0,2,2,2,9,0,0,1,6,1,3,3,1,1,28133.07274,29953.1551,3,3
95294,2,1,1,1,0,0,1,1,0,0,0,0,2,6,1,3,3,1,3,14638.04581,16106.72385,7,7
95295,1,5,6,2,0,0,1,1,0,0,0,0,1,5,1,2,1,1,2,12381.02783,12242.22797,15,15
95296,1,40,6,2,2,0,2,1,6,0,5,1,1,5,1,3,3,1,3,23568.75182,23902.01412,15,15
95297,1,15,7,2,0,0,1,1,0,10,0,0,1,7,1,4,2,1,2,10304.14184,10514.84666,12,12
95298,1,60,4,2,2,0,1,1,0,0,2,1,1,2,1,4,1,1,2,8666.222326,8746.924103,77,77
95299,2,7,3,2,0,0,1,1,0,1,0,0,1,4,1,3,3,1,3,80824.39457,89763.53756,15,15
95300,1,11,3,0,0,0,1,1,0,5,0,0,1,4,2,2,2,2,0,6459.982578,0,6,6
95301,2,41,6,0,2,0,2,1,6,0,4,1,1,5,1,3,0,1,2,42438.54311,0,0,0
95302,2,45,1,1,2,0,2,1,6,0,2,1,2,4,1,3,1,1,1,15981.17596,16859.32255,10,10
95303,1,15,7,2,0,0,1,1,0,9,0,0,1,2,2,2,2,3,0,21844.64358,23123.2908,4,4
95304,1,2,4,2,0,0,1,1,0,0,0,0,1,4,2,2,2,2,0,7393.154037,7998.369229,0,0
95305,2,17,1,1,2,0,1,1,0,11,0,0,1,4,1,3,2,1,0,42267.05206,44066.33044,10,7
95306,1,3,7,1,0,0,1,1,0,0,0,0,1,5,1,3,3,1,3,12937.13796,12792.10372,15,15
95307,1,19,1,1,2,0,2,1,5,13,0,0,1,1,1,1,2,0,0,22624.65406,22723.69799,1,1
95308,2,64,4,2,2,0,1,1,0,0,4,1,1,2,1,4,2,1,2,9722.408502,9430.039709,7,7
95309,2,5,3,2,0,0,1,1,0,0,0,0,1,5,2,2,2,1,1,13411.71077,13242.10186,8,8
95310,1,52,1,1,2,0,2,2,7,0,1,1,2,2,2,4,2,1,1,16220.99161,16187.12492,9,9
95311,2,10,1,2,0,0,1,1,0,4,0,0,1,6,1,2,1,1,2,10436.95396,10319.63671,7,7
95312,1,25,6,1,2,0,2,2,2,0,5,5,1,2,1,2,3,3,0,21834.46072,29149.02333,15,14
95313,2,54,3,2,2,0,1,1,0,0,5,1,1,2,2,3,3,1,0,276581.8882,300980.7572,15,15
95314,1,11,4,2,0,0,1,1,0,5,0,0,1,4,1,2,2,1,0,11898.71323,13193.50117,1,1
95315,2,63,7,1,2,0,1,1,0,0,4,1,1,3,1,4,2,1,2,56501.01648,60414.04682,7,7
95316,1,43,3,2,2,0,1,1,0,0,4,6,1,4,1,3,2,1,2,16278.2707,16182.25403,9,9
95317,2,5,3,2,0,0,1,1,0,0,0,0,1,5,1,2,2,1,0,13758.99491,13584.99412,8,8
95318,2,60,3,2,2,0,1,1,0,0,3,1,1,2,1,4,2,1,2,226609.2604,239893.1238,15,15
95319,2,55,1,1,2,0,2,2,6,0,1,6,2,2,1,3,1,2,0,13294.45088,12916.79973,8,4
95320,1,1,1,1,0,0,1,1,0,0,0,0,2,5,1,2,1,1,1,16876.68164,18363.30835,4,4
95321,1,65,4,2,2,0,1,1,0,0,4,5,1,2,1,4,2,3,0,8952.194852,9545.096498,77,77
95322,1,60,2,0,2,0,2,1,9,0,3,6,1,2,1,4,2,1,2,23987.66062,0,8,8
95323,1,21,6,1,2,0,1,1,0,0,4,5,1,5,2,3,1,1,0,33002.07301,36967.81088,15,15
95324,1,70,2,1,2,0,2,1,9,0,5,1,1,2,1,4,3,1,3,30192.07066,33763.30127,8,8
95325,1,68,2,2,2,0,2,1,8,0,1,4,2,5,1,4,1,2,0,11614.91097,12538.90638,12,5
95326,1,72,3,2,1,1,1,1,0,0,5,1,1,2,2,4,3,1,3,94839.10428,96526.61158,14,14
95327,2,58,4,0,2,0,2,1,7,0,5,3,1,2,2,3,3,2,0,42414.42743,0,15,15
95328,2,17,3,1,2,0,1,1,0,13,0,0,1,5,2,2,2,1,0,21286.49441,22189.83234,6,6
95329,1,47,6,2,2,0,2,1,6,0,5,1,1,4,1,3,3,1,3,11322.72775,12551.05976,8,8
95330,2,77,4,2,2,0,1,1,0,0,2,3,1,5,2,4,1,2,0,21095.74189,20781.46504,77,77
95331,2,8,7,1,0,0,1,1,0,2,0,0,1,3,2,2,2,3,0,14223.94456,14617.85053,6,6
95332,2,75,4,2,2,0,1,1,0,0,5,2,1,1,2,4,3,2,0,19446.34309,20984.18105,5,5
95333,1,39,4,2,2,0,2,1,4,0,4,1,1,5,1,2,2,1,2,29566.36148,40294.89108,6,6
95334,2,60,2,1,2,0,2,2,6,0,1,2,2,6,2,2,0,1,0,10264.11026,10338.60773,0,0
95335,1,68,1,0,2,0,1,1,0,0,1,1,1,2,1,4,1,1,2,11235.48858,0,2,2
95336,2,9,3,2,0,0,1,1,0,2,0,0,1,5,2,2,2,1,3,27313.94162,29855.41584,9,9
95337,2,13,3,2,0,0,1,1,0,7,0,0,1,4,1,2,2,2,0,47094.13956,48765.22322,4,4
95338,1,72,2,2,2,0,2,1,7,0,1,1,2,2,2,4,1,1,1,8343.574413,9181.346236,1,1
95339,2,71,3,0,2,0,1,1,0,0,4,1,1,2,2,4,2,1,2,33173.94732,0,0,0
95340,1,52,6,0,2,0,2,1,6,0,2,1,1,5,2,3,0,1,1,14656.98379,0,12,12
