SEQN,Gender,Age,Race,Month of Exam,Active Duty,Deployed,Birth Country,Citizenship,TimeUS,EduKids,EduAdult,Marital Status,Language,NumbHH,HH Gender,HH Age,HH Edu,HH Marital,HH Sp Edu,Int Weight,MEC Weight,AHH Income,FAM Income
97453,1,67,1,0,2,0,2,1,4,0,1,1,2,4,1,4,1,1,1,10521.83088,0,0,0
97454,1,9,4,2,0,0,1,1,0,3,0,0,1,7,1,3,0,1,2,7613.06988,9575.630308,14,14
97455,2,80,3,1,2,0,1,1,0,0,3,2,1,1,2,4,2,2,0,47068.08218,51936.03498,13,13
97456,2,38,4,2,2,0,1,1,0,0,5,3,1,2,2,2,3,2,0,27334.75432,28658.30663,3,3
97457,2,4,6,2,0,0,1,1,0,0,0,0,1,4,1,3,1,1,1,8344.921759,9864.587757,15,15
97458,2,35,3,2,2,0,1,1,0,0,5,1,1,4,1,2,3,1,3,72531.67779,70450.0065,10,10
97459,1,1,3,2,0,0,1,1,0,0,0,0,1,3,2,2,2,1,2,21063.74781,23798.48238,7,7
97460,2,61,4,2,2,0,1,1,0,0,3,3,1,1,2,4,2,2,0,15784.35764,16077.47227,13,13
97461,2,5,4,1,0,0,1,1,0,0,0,0,1,5,1,2,2,1,2,24198.29812,26293.88006,0,0
97462,1,50,2,1,2,0,1,1,0,0,4,1,1,2,1,3,2,1,3,56092.82011,55242.69026,15,15
97463,2,34,6,2,2,0,2,1,6,0,5,1,1,3,1,3,3,1,3,17492.35304,17949.05864,15,15
97464,1,55,3,2,2,0,1,1,0,0,1,1,1,3,1,3,1,1,1,23915.11205,25233.26109,3,3
97465,1,38,1,1,2,0,2,2,1,0,2,1,2,7,1,2,1,1,2,32648.70044,33800.19061,1,1
97466,2,4,1,1,0,0,1,1,0,0,0,0,2,6,1,3,1,1,1,15846.22441,16968.51321,7,7
97467,2,9,1,1,0,0,2,2,99,2,0,0,2,7,1,3,1,1,0,15278.16158,15402.20381,99,99
97468,1,46,3,2,1,2,1,1,0,0,4,6,1,3,1,3,2,1,0,102794.1342,114915.3094,8,8
97469,2,28,4,1,2,0,1,1,0,0,3,6,1,6,2,2,2,1,0,29115.12852,31144.80048,2,2
97470,2,8,4,2,0,0,1,1,0,1,0,0,1,5,2,2,2,3,0,18519.42864,19446.68433,3,3
97471,2,80,3,1,2,0,1,1,0,0,3,1,1,2,1,4,2,1,2,72734.26669,83792.94371,7,7
97472,1,57,6,1,2,0,2,2,1,0,4,1,1,4,1,3,2,1,2,12477.04716,13585.61904,2,2
97473,1,53,6,1,2,0,2,1,6,0,5,1,1,3,1,3,3,1,0,15351.98718,15569.06437,14,14
97474,1,20,3,1,2,0,1,1,0,0,4,5,1,4,1,3,2,1,2,129664.0688,145245.3369,15,15
97475,1,11,1,2,0,0,1,1,0,5,0,0,1,4,2,2,2,1,1,25403.25883,26698.42791,9,9
97476,2,0,1,1,0,0,1,1,0,0,0,0,2,7,1,2,0,3,0,5979.481742,6143.565807,6,6
97477,2,11,1,1,0,0,1,1,0,5,0,0,1,4,1,3,1,2,0,15425.87504,15195.85367,7,7
97478,2,47,1,1,2,0,2,2,6,0,1,1,2,6,1,3,1,1,1,32928.77098,32233.73174,10,10
97479,2,2,1,1,0,0,1,1,0,0,0,0,2,7,2,3,1,1,0,13078.33261,14042.31688,4,4
97480,2,0,7,1,0,0,1,1,0,0,0,0,1,3,2,2,2,1,3,10216.56529,10341.17611,14,14
97481,1,80,1,1,1,1,1,1,0,0,4,1,1,5,1,4,2,1,2,26750.42836,28306.10412,7,7
97482,2,70,3,1,2,0,1,1,0,0,2,2,1,1,2,4,1,2,0,22068.61016,24562.20128,4,4
97483,1,19,3,1,2,0,1,1,0,15,0,0,1,2,2,2,2,1,2,26099.49646,31105.17764,5,5
97484,1,56,4,1,2,0,2,1,6,0,4,1,1,5,2,3,2,1,2,17470.02077,18149.86894,12,12
97485,2,33,3,1,2,0,2,1,6,0,5,1,1,4,1,2,3,1,3,153757.3316,151788.4724,15,15
97486,2,69,4,2,7,0,1,1,0,0,7,77,1,1,2,4,0,0,0,9919.801713,10500.48813,77,77
97487,2,53,6,1,2,0,2,1,7,0,3,1,1,4,1,4,2,1,2,20907.82469,20693.8767,15,15
97488,2,80,3,2,2,0,1,1,0,0,5,2,1,1,2,4,3,2,0,54477.67578,63390.02096,12,12
97489,2,2,3,2,0,0,1,1,0,0,0,0,1,4,2,2,3,1,3,24698.02909,26522.71378,15,15
97490,1,17,3,2,2,0,1,1,0,11,0,0,1,4,2,4,2,2,0,27031.74183,27066.18348,14,14
97491,2,4,2,2,0,0,1,1,0,0,0,0,2,5,1,2,2,1,2,19933.00521,20161.45187,10,10
97492,1,45,3,2,2,0,1,1,0,0,2,6,1,6,1,3,1,1,0,25620.56805,25856.16949,6,6
97493,2,2,7,2,0,0,1,1,0,0,0,0,1,4,2,2,3,1,2,4541.169968,4213.409422,14,14
97494,2,9,7,2,0,0,1,1,0,3,0,0,1,5,2,3,2,2,0,8019.152934,7923.651724,6,6
97495,2,43,4,1,2,0,1,1,0,0,4,6,1,5,2,3,2,1,0,18787.97038,19194.6465,6,6
97496,2,11,3,1,0,0,1,1,0,4,0,0,1,4,2,3,3,1,1,19448.50489,24118.76556,7,7
97497,1,24,4,1,2,0,1,1,0,0,4,5,1,3,2,3,2,2,0,28301.86841,34322.67381,6,6
97498,2,11,1,1,0,0,1,1,0,4,0,0,2,5,2,2,1,1,2,13260.92176,12853.42585,7,7
97499,2,4,4,2,0,0,1,1,0,0,0,0,1,6,2,4,2,3,0,14594.38688,14668.12713,12,12
97500,2,74,4,2,2,0,1,1,0,0,4,4,1,1,2,4,2,2,0,13669.91996,14105.34794,0,0
97501,2,54,2,2,2,0,2,1,5,0,4,1,2,4,1,3,2,1,2,40499.50843,44644.85117,7,7
97502,1,80,3,0,1,1,1,1,0,0,4,1,1,2,2,4,2,1,2,47452.51107,0,7,7
97503,1,9,3,1,0,0,1,1,0,3,0,0,1,4,1,3,1,1,0,56788.61324,60173.09744,15,15
97504,1,10,3,1,0,0,1,1,0,3,0,0,1,4,2,3,3,1,3,47911.68858,62124.31719,14,14
97505,1,73,3,1,2,0,1,1,0,0,3,5,1,1,1,4,2,3,0,12170.37734,11994.2875,3,3
97506,1,69,7,1,1,2,1,1,0,0,4,1,1,4,2,4,2,1,2,11982.9633,12132.33441,15,15
97507,2,20,2,1,2,0,1,1,0,0,4,5,1,4,2,3,3,1,2,25400.9531,26817.68987,14,14
97508,1,29,6,0,2,0,2,2,3,0,5,1,1,2,1,2,3,1,0,15104.70666,0,15,15
97509,2,47,3,2,2,0,1,1,0,0,3,1,1,4,1,3,2,1,2,14590.79244,17955.59277,9,9
97510,2,61,4,2,2,0,1,1,0,0,4,1,1,3,1,4,2,1,2,8235.754458,8695.395225,6,6
97511,1,4,4,1,0,0,1,1,0,0,0,0,1,3,2,2,2,3,0,10295.49531,11359.5138,2,2
97512,1,80,3,1,2,0,1,1,0,0,3,1,1,2,1,4,2,1,2,57494.5566,60482.04086,15,15
97513,1,54,4,2,2,0,1,1,0,0,3,3,1,2,1,2,2,3,0,31824.78597,31821.47119,13,13
97514,2,7,3,2,0,0,1,1,0,0,0,0,1,6,2,2,2,1,2,27375.76222,28902.2266,8,8
97515,2,69,3,0,2,0,1,1,0,0,5,6,1,2,2,4,3,1,0,30609.26128,0,4,3
97516,2,62,2,2,2,0,2,1,9,0,3,6,1,2,2,4,2,1,0,14782.04091,16629.9694,5,5
97517,1,16,3,1,0,0,1,1,0,10,0,0,1,6,1,4,2,1,2,47416.22904,48154.52148,5,5
97518,1,80,3,1,1,1,1,1,0,0,5,1,1,2,1,4,3,1,3,13192.75834,14868.69943,5,5
97519,1,33,4,0,2,0,1,1,0,0,4,5,1,2,1,2,2,3,0,33273.45237,0,5,5
97520,2,57,4,2,2,0,1,1,0,0,3,3,1,1,2,3,2,2,0,25044.43641,25463.21774,7,7
97521,1,53,1,1,2,0,1,1,0,0,3,1,1,4,1,3,2,1,2,46964.70052,53383.68477,15,15
97522,2,20,1,2,2,0,2,2,5,0,4,5,1,3,2,2,2,3,0,36034.24734,36243.68792,6,3
97523,1,80,3,2,1,1,1,1,0,0,4,3,1,1,1,4,2,2,0,7297.152909,8508.614256,4,4
97524,2,44,3,1,2,0,1,1,0,0,5,1,1,5,2,3,3,1,2,63693.31229,72883.26901,6,6
97525,2,11,4,2,0,0,1,1,0,6,0,0,1,6,1,3,0,1,3,15172.40542,18421.79361,14,14
97526,2,33,3,2,2,0,1,1,0,0,4,1,1,5,1,2,1,1,2,47713.29579,47635.65321,6,6
97527,1,63,4,1,2,0,1,1,0,0,4,1,1,3,1,4,2,1,0,8128.548226,8666.89996,0,0
97528,2,12,3,0,0,0,1,1,0,7,0,0,1,3,2,2,2,2,0,19671.7164,0,6,6
97529,2,5,1,1,0,0,1,1,0,0,0,0,2,4,2,2,2,1,0,19909.27517,21672.74562,5,5
97530,2,11,3,2,0,0,1,1,0,5,0,0,1,3,1,2,2,1,2,15711.9596,19557.55484,14,14
97531,2,23,2,1,2,0,1,1,0,0,4,6,1,2,1,2,3,1,0,69726.31084,74519.75937,15,6
97532,1,28,4,2,2,0,1,1,0,0,3,1,1,4,1,2,2,1,2,35909.20556,37651.19161,14,14
97533,1,30,6,2,2,0,2,1,2,0,5,6,1,2,1,2,3,1,0,17772.17703,17451.35468,15,14
97534,1,0,4,2,0,0,1,1,0,0,0,0,1,7,1,2,0,1,2,9419.046231,9669.645318,9,7
97535,2,63,2,1,2,0,1,1,0,0,4,1,1,2,1,4,2,1,2,25359.59384,27089.28514,15,15
97536,1,80,3,1,1,1,1,1,0,0,2,6,1,2,2,4,1,1,0,8922.058739,11556.33394,0,2
97537,2,39,2,1,2,0,2,1,5,0,4,6,1,3,2,2,2,1,0,45369.03222,47144.59666,6,6
97538,2,54,2,1,2,0,2,9,7,0,5,1,1,5,1,2,1,3,0,20739.21574,21999.85461,14,14
97539,1,41,3,1,1,1,1,1,0,0,4,1,1,4,1,3,2,1,2,62446.20104,69809.66931,14,14
97540,2,2,2,1,0,0,1,1,0,0,0,0,1,6,1,4,2,1,3,17293.05816,16895.34178,14,14
97541,1,38,4,2,2,0,1,1,0,0,3,5,1,1,1,2,2,3,0,38079.69308,42070.3573,2,2
97542,2,7,1,2,0,0,1,1,0,1,0,0,2,5,1,2,1,1,1,10436.95396,10319.63671,7,7
97543,1,0,3,2,0,0,1,1,0,0,0,0,1,4,2,2,2,1,2,18098.12613,18887.64239,9,9
97544,1,19,4,1,2,0,1,1,0,15,0,0,1,3,2,3,2,3,0,26774.5243,27400.97721,9,9
97545,2,12,3,2,0,0,1,1,0,6,0,0,1,5,2,3,2,1,2,18570.32192,19229.26934,14,14
97546,1,5,3,2,0,0,1,1,0,0,0,0,1,4,1,3,2,1,2,40622.4215,42020.87495,10,10
97547,2,11,4,1,0,0,1,1,0,5,0,0,1,4,1,2,1,1,0,22130.19782,22624.7977,6,6
97548,2,50,7,1,2,0,2,1,8,0,5,3,1,1,2,3,3,2,0,9903.09681,10175.65256,6,6
97549,2,13,4,2,0,0,1,1,0,8,0,0,1,3,2,3,3,3,0,18474.02403,19295.83638,8,8
97550,2,47,3,2,2,0,1,1,0,0,5,1,1,5,1,4,2,1,3,255183.0587,312634.32,15,15
97551,2,13,7,2,0,0,1,1,0,7,0,0,1,4,2,3,2,3,0,14845.83342,15289.83206,6,6
97552,2,12,6,0,0,0,1,1,0,5,0,0,1,6,2,2,3,1,0,10976.66797,0,12,12
97553,2,0,4,2,0,0,1,1,0,0,0,0,1,4,2,2,2,0,0,6644.802488,6786.448822,99,99
97554,1,49,3,1,2,0,1,1,0,0,2,3,1,7,1,3,2,1,2,26928.23457,26389.58012,8,8
97555,2,48,1,1,2,0,1,1,0,0,3,1,1,4,1,3,2,1,2,61321.13809,64634.31119,8,8
97556,1,1,3,2,0,0,1,1,0,0,0,0,1,6,1,3,1,1,0,16604.90698,17303.98374,6,6
97557,2,64,3,1,2,0,2,2,7,0,4,5,1,3,2,4,2,1,3,7976.523406,8325.814412,15,5
97558,2,56,3,2,2,0,1,1,0,0,3,1,1,2,2,3,2,1,1,40312.01673,39096.46001,6,6
97559,1,0,4,2,0,0,1,1,0,0,0,0,1,2,2,1,2,0,0,6119.211485,6782.915976,2,2
97560,1,55,1,1,2,0,2,1,9,0,4,1,1,5,2,3,2,1,2,51083.06644,54358.85878,14,14
97561,1,46,4,2,2,0,2,1,5,0,5,1,1,6,1,3,3,1,3,22221.60301,23129.23264,10,10
97562,1,8,3,1,0,0,1,1,0,1,0,0,1,4,1,2,2,1,2,30346.49772,38263.21077,5,5
97563,2,61,1,2,2,0,2,2,6,0,1,1,2,5,2,4,1,1,0,5780.246468,6213.46879,0,0
97564,1,15,3,1,0,0,1,1,0,9,0,0,1,3,1,3,2,1,1,94800.24034,97027.16179,9,9
97565,1,0,3,2,0,0,1,1,0,0,0,0,1,5,2,2,2,3,0,16565.46586,17368.78512,14,14
97566,1,0,2,1,0,0,1,1,0,0,0,0,1,5,2,2,2,1,2,3102.191052,3128.171789,8,8
97567,2,1,7,2,0,0,1,1,0,0,0,0,1,4,2,2,2,1,0,23486.61627,26136.01769,9,9
97568,1,41,2,2,2,0,1,1,0,0,5,1,1,2,1,3,3,1,2,53997.10062,54942.73927,14,14
97569,1,42,4,1,2,0,1,1,0,0,5,5,1,5,1,3,3,3,0,20110.66641,19637.48232,15,10
97570,2,50,6,2,2,0,2,1,6,0,5,1,1,2,2,3,3,1,3,14512.4918,14605.6723,14,14
97571,1,54,3,1,2,0,1,1,0,0,2,1,1,2,2,3,2,1,1,24154.98667,25205.80294,3,3
97572,1,50,3,2,2,0,1,1,0,0,3,1,1,4,1,3,2,1,0,83855.03222,89966.57554,8,8
97573,2,62,6,1,2,0,2,2,4,0,2,1,1,2,1,4,1,1,1,8339.119588,8399.344095,8,8
97574,2,44,6,2,2,0,2,2,2,0,2,1,1,4,1,3,2,1,1,19652.0578,19315.79931,6,6
97575,2,24,3,2,2,0,1,1,0,0,5,5,1,3,1,3,2,1,2,11062.2357,10900.37688,8,8
97576,1,32,1,1,2,0,1,1,0,0,3,3,1,1,1,2,2,2,0,100917.5158,114420.5145,2,2
97577,2,56,3,2,2,0,1,1,0,0,4,5,1,1,2,3,2,3,0,27136.64241,26294.39409,1,1
97578,1,41,1,1,2,0,2,2,5,0,1,1,2,6,1,3,1,1,1,28440.63025,30934.57249,7,7
97579,2,2,3,1,0,0,1,1,0,0,0,0,1,4,2,2,2,1,1,9190.786438,11614.88395,5,5
97580,1,26,1,1,2,0,1,1,0,0,4,5,1,4,1,2,0,0,0,40887.40658,42141.91583,10,7
97581,1,23,6,0,2,0,1,1,0,0,4,5,1,4,1,3,2,1,2,46006.78042,0,14,14
97582,1,63,1,1,2,0,2,1,6,0,1,1,2,2,1,4,1,1,1,6849.110152,7334.039669,5,5
97583,2,9,1,1,0,0,1,1,0,3,0,0,2,4,1,3,0,1,1,17118.43777,17115.94489,7,7
97584,2,15,4,2,0,0,1,1,0,10,0,0,1,4,2,3,1,3,0,13196.16385,14046.51578,1,1
97585,1,21,3,2,2,0,1,1,0,0,5,5,1,5,2,3,2,1,2,227763.5384,306729.7103,15,15
97586,2,8,3,1,0,0,1,1,0,2,0,0,1,5,1,3,2,1,3,37895.3303,43042.11814,15,15
97587,2,8,1,1,0,0,1,1,0,2,0,0,1,5,1,2,2,1,3,31795.75843,32140.1586,15,15
97588,1,56,6,1,2,0,2,1,6,0,5,1,1,4,1,3,3,1,3,8290.235852,8966.918141,14,14
97589,2,19,2,1,2,0,1,1,0,10,0,0,1,2,2,1,1,0,0,22609.57851,29504.35551,3,3
97590,1,69,4,0,2,0,1,1,0,0,3,3,1,3,1,4,2,2,0,9190.828109,0,15,15
97591,1,29,3,1,2,0,1,1,0,0,4,5,1,2,1,2,2,3,0,132403.293,149277.8841,8,7
97592,1,63,6,1,2,0,2,1,8,0,2,1,1,5,2,3,3,1,1,8922.054916,9284.990655,10,10
97593,2,60,4,2,2,0,1,1,0,0,5,6,1,2,2,4,3,1,0,12214.01016,12568.92664,9,7
97594,2,56,6,2,2,0,2,1,7,0,5,3,1,2,2,3,3,2,0,13202.14592,17018.739,6,6
97595,1,36,7,1,2,0,1,1,0,0,5,6,1,3,2,3,2,1,0,25334.89134,25693.34306,15,15
97596,2,13,3,0,0,0,1,1,0,8,0,0,1,4,2,3,3,2,0,82418.24755,0,15,15
97597,2,77,4,2,2,0,1,1,0,0,4,1,1,6,2,4,2,1,1,10168.04324,10037.10129,8,8
97598,2,40,1,1,2,0,2,2,99,0,3,6,2,4,2,3,2,1,0,23194.34522,23603.16159,99,99
97599,1,1,4,2,0,0,1,1,0,0,0,0,1,7,2,2,2,0,0,4731.650453,4786.825734,12,6
97600,2,23,6,1,2,0,2,1,6,0,4,1,1,3,1,2,2,1,0,19175.17571,19877.8107,14,14
97601,2,22,2,1,2,0,2,1,3,0,4,5,2,6,1,4,0,1,1,19975.69594,20333.27945,7,7
97602,2,40,4,2,2,0,1,1,0,0,4,1,1,6,1,2,2,1,2,16600.07302,18831.04664,7,7
97603,1,39,4,0,2,0,2,2,99,0,2,1,1,4,1,2,1,1,0,45306.61478,0,6,6
97604,1,2,6,2,0,0,2,1,1,0,0,0,1,7,2,2,2,1,3,7297.501967,7249.50527,10,10
97605,2,67,3,1,2,0,1,1,0,0,4,3,1,1,2,4,2,2,0,23304.94646,24069.99128,6,6
97606,2,80,4,2,2,0,1,1,0,0,4,1,1,2,1,4,2,1,2,7325.927728,7710.914269,8,8
97607,1,16,1,1,0,0,2,2,77,8,0,0,1,5,2,2,1,1,1,32650.61219,34632.80684,6,6
97608,1,79,6,2,2,0,2,2,3,0,5,1,1,3,1,4,3,1,1,15542.97019,17245.3316,14,14
97609,1,66,7,1,1,2,1,1,0,0,4,2,1,2,1,4,2,2,0,10158.61412,10378.83412,3,2
97610,1,28,2,1,2,0,1,1,0,0,5,5,1,4,1,2,3,3,0,46823.65919,46714.42327,15,1
97611,1,68,7,2,1,2,1,1,0,0,4,1,1,3,1,4,2,1,0,8073.23214,8607.920304,7,7
97612,1,0,3,1,0,0,1,1,0,0,0,0,1,3,2,2,3,1,0,8924.165639,9023.004276,10,10
97613,2,7,1,2,0,0,1,1,0,1,0,0,2,6,1,2,0,1,1,18682.62878,18596.66858,2,2
97614,2,3,4,1,0,0,1,1,0,0,0,0,1,4,2,1,2,0,0,16983.41862,17437.00598,2,2
97615,1,46,4,0,2,0,1,1,0,0,4,3,1,1,1,3,2,2,0,19929.85917,0,7,7
97616,2,2,3,2,0,0,1,1,0,0,0,0,1,4,1,2,3,1,3,11534.62611,11518.11688,10,10
97617,1,30,4,2,2,0,1,1,0,0,4,5,1,3,1,3,0,1,0,21071.47932,22164.60617,0,0
97618,1,64,1,1,2,0,1,1,0,0,5,1,1,2,2,4,2,1,3,31453.89094,32591.09003,15,15
97619,1,65,3,2,1,1,1,1,0,0,4,1,1,2,1,4,2,1,3,71275.52138,76614.60636,9,9
97620,2,41,7,1,2,0,1,1,0,0,4,6,1,5,1,2,2,3,0,24652.08449,25615.06994,15,15
97621,2,19,4,2,2,0,1,1,0,13,0,0,1,6,2,4,2,2,0,11755.26312,12410.18484,5,5
97622,1,8,1,1,0,0,1,1,0,2,0,0,2,4,2,2,1,3,0,16652.8144,17095.27788,99,99
97623,2,71,6,1,2,0,2,1,6,0,5,1,1,2,1,4,0,1,3,10509.47544,11360.81788,6,6
97624,2,32,6,2,2,0,2,2,3,0,5,1,1,2,1,2,2,1,3,28821.24606,28516.40928,15,15
97625,1,13,3,2,0,0,1,1,0,6,0,0,1,4,1,2,2,1,0,48331.49601,49558.5357,8,8
97626,2,73,3,2,2,0,1,1,0,0,4,2,1,1,2,4,2,2,0,22502.26029,23067.98288,5,5
97627,2,34,3,2,2,0,1,1,0,0,4,5,1,5,1,2,0,1,2,143208.3598,139325.8836,15,15
97628,1,0,3,2,0,0,1,1,0,0,0,0,1,5,2,3,2,1,2,14928.90752,14332.53211,0,0
97629,2,33,3,1,2,0,1,1,0,0,3,1,1,5,2,2,2,1,2,77744.68463,84402.61469,9,9
97630,2,78,3,2,2,0,1,1,0,0,4,1,1,2,2,4,2,1,2,41196.80215,42232.5186,7,7
97631,2,18,4,2,2,0,1,1,0,13,0,0,1,6,2,2,2,1,2,15372.99656,15861.14088,15,15
97632,1,11,4,2,0,0,1,1,0,5,0,0,1,7,2,2,2,0,0,7700.10884,8224.217021,12,6
97633,1,23,1,0,2,0,1,1,0,0,4,3,1,3,2,3,1,2,0,28179.1325,0,6,6
97634,1,0,1,2,0,0,1,1,0,0,0,0,1,4,2,2,2,1,0,5560.258395,7129.879196,5,5
97635,2,56,2,2,2,0,1,1,0,0,5,3,1,4,2,4,1,2,0,55030.18104,57401.42209,15,15
97636,2,0,3,2,0,0,1,1,0,0,0,0,1,4,2,2,3,3,0,12956.40415,13401.19409,10,10
97637,2,1,4,1,0,0,1,1,0,0,0,0,1,4,2,2,2,1,2,11758.97348,12549.36881,14,14
97638,1,51,4,1,2,0,1,1,0,0,3,5,1,1,1,3,2,3,0,42889.69588,43245.38805,3,3
97639,1,60,3,1,2,0,1,1,0,0,2,3,1,1,1,4,1,2,0,8447.795257,8825.290033,4,4
97640,1,41,1,1,2,0,1,1,0,0,3,1,1,6,2,2,1,1,2,53559.94572,62114.80275,10,10
97641,2,49,3,2,2,0,1,1,0,0,4,1,1,3,2,3,2,1,0,179293.6336,182239.8056,0,0
97642,1,74,3,1,1,1,1,1,0,0,3,1,1,2,2,4,2,1,2,9068.116018,9214.28313,7,7
97643,2,40,3,2,2,0,1,1,0,0,5,4,1,3,2,3,3,2,0,51824.41736,52771.68317,6,6
97644,1,24,2,2,2,0,2,2,5,0,3,5,2,5,2,2,1,1,0,45357.45811,51747.65648,1,1
97645,1,1,2,2,0,0,1,1,0,0,0,0,1,3,1,2,2,1,2,37145.02286,40532.91276,8,8
97646,2,9,1,1,0,0,1,1,0,3,0,0,2,5,2,3,1,1,1,12581.106,12579.27387,13,13
97647,2,14,6,1,0,0,1,1,0,8,0,0,1,3,2,3,3,1,3,10734.3344,12350.35247,10,10
97648,2,32,3,2,2,0,1,1,0,0,5,5,1,3,2,4,3,1,2,146394.3964,143260.6003,10,10
97649,2,70,3,0,2,0,2,1,9,0,4,3,1,1,2,4,2,2,0,160820.9097,0,15,15
97650,2,69,4,2,2,0,1,1,0,0,5,3,1,1,2,4,3,2,0,15913.7782,17463.77781,6,6
97651,2,15,2,1,0,0,1,1,0,7,0,0,1,2,2,3,2,2,0,34441.17733,34746.70196,7,1
97652,1,17,3,2,2,0,1,1,0,11,0,0,1,4,2,3,2,1,0,25111.01601,24647.43999,6,6
97653,2,2,3,2,0,0,1,1,0,0,0,0,1,4,2,2,3,1,1,11240.56023,14152.55366,3,3
97654,2,2,6,1,0,0,1,1,0,0,0,0,1,3,2,2,2,1,0,5074.373306,5936.318753,8,8
97655,1,0,3,2,0,0,1,1,0,0,0,0,1,5,2,2,1,1,0,6997.728046,6564.709048,6,6
97656,1,60,6,2,2,0,1,1,0,0,5,1,1,2,1,4,3,1,2,7776.267047,7947.266267,15,15
97657,2,60,3,1,2,0,1,1,0,0,4,1,1,2,1,4,2,1,2,32966.79844,33002.15281,6,6
97658,2,5,3,1,0,0,1,1,0,0,0,0,1,7,2,2,2,1,0,36292.73087,40357.22763,8,8
97659,1,46,2,2,2,0,2,1,1,0,3,6,2,3,1,3,2,1,0,72809.45691,76373.97667,1,1
97660,2,5,3,2,0,0,1,1,0,0,0,0,1,4,1,2,3,1,3,24685.85762,24667.87407,10,10
97661,2,38,4,1,2,0,2,1,5,0,1,2,1,3,1,2,2,3,0,34314.78297,33362.74537,7,7
97662,1,73,3,1,2,0,1,1,0,0,5,1,1,2,1,4,3,1,0,19626.93163,21744.94466,0,0
97663,1,2,1,1,0,0,1,1,0,0,0,0,1,4,2,2,2,1,1,19255.96392,27415.36333,7,7
97664,1,10,3,0,0,0,1,1,0,4,0,0,1,4,1,3,3,1,3,59166.34937,0,15,15
97665,2,2,3,2,0,0,1,1,0,0,0,0,1,4,2,2,3,1,2,9707.028276,9657.148437,6,6
97666,1,69,4,1,2,0,1,1,0,0,5,1,1,2,2,4,3,1,3,9578.843436,9627.455684,15,15
97667,2,62,4,2,2,0,1,1,0,0,2,6,1,2,2,4,1,1,0,10928.56918,11028.93511,0,3
97668,1,77,3,2,1,1,1,1,0,0,4,2,1,1,1,4,2,2,0,11023.79757,11695.86518,4,4
97669,2,15,3,2,0,0,1,1,0,10,0,0,1,4,2,3,2,1,0,16117.21831,15751.5501,8,8
97670,2,27,7,2,2,0,1,1,0,0,4,5,1,4,2,4,2,1,2,36080.16786,35826.33228,14,14
97671,2,20,2,2,2,0,2,2,2,0,1,6,2,7,2,2,1,3,0,59741.787,60016.15344,0,0
97672,2,45,1,1,2,0,2,2,5,0,2,5,2,3,2,3,1,3,0,22009.4079,21622.1339,3,3
97673,1,0,3,1,0,0,1,1,0,0,0,0,1,4,1,2,3,1,3,27861.11186,29019.43283,15,15
97674,2,9,1,2,0,0,1,1,0,3,0,0,2,5,1,3,1,1,1,21165.94709,21376.03904,6,6
97675,2,41,4,1,2,0,1,1,0,0,3,3,1,4,2,2,2,3,0,46784.62304,49395.91589,5,2
97676,1,63,6,1,2,0,2,1,7,0,5,1,1,2,1,4,3,1,3,11727.46149,12271.35964,14,14
97677,1,7,4,2,0,0,1,1,0,0,0,0,1,4,1,2,2,1,2,16757.60436,18159.42077,14,14
97678,1,11,7,2,0,0,1,1,0,5,0,0,1,6,2,2,2,1,2,12240.87656,13276.75303,15,15
97679,2,4,6,1,0,0,2,2,2,0,0,0,1,5,1,2,0,1,0,8018.098088,7899.266998,0,0
97680,1,0,1,2,0,0,1,1,0,0,0,0,1,3,1,2,3,1,2,8560.384643,8679.641324,12,12
97681,1,5,1,1,0,0,1,1,0,0,0,0,1,7,2,3,2,2,0,21768.58465,23686.12745,8,8
97682,1,53,3,0,1,2,1,1,0,0,2,1,1,2,1,3,1,1,2,24466.64758,0,6,6
97683,2,49,1,2,2,0,2,2,4,0,1,2,2,3,2,3,1,2,0,23593.54441,23178.39619,14,14
97684,2,47,3,1,2,0,1,1,0,0,5,1,1,3,2,3,3,1,0,13851.14782,15079.1445,14,14
97685,1,23,2,2,1,2,1,1,0,0,4,1,1,2,1,2,2,1,2,55861.24658,57093.55808,7,7
97686,2,8,1,2,0,0,1,1,0,1,0,0,1,5,2,3,2,2,0,12077.23617,11897.14769,8,8
97687,1,23,4,0,2,0,2,2,2,0,4,5,1,3,1,2,2,3,0,32448.33265,0,7,7
97688,2,56,4,1,2,0,1,1,0,0,4,5,1,1,2,3,2,3,0,12244.2861,12622.66753,7,7
97689,1,60,3,2,2,0,1,1,0,0,3,5,1,2,1,4,2,3,0,31345.48645,30907.46964,6,6
97690,2,2,2,2,0,0,1,1,0,0,0,0,2,6,1,3,1,1,1,27005.35425,26949.08008,0,0
97691,2,29,4,2,2,0,1,1,0,0,4,5,1,1,2,2,2,3,0,23209.54727,25225.45266,1,1
97692,1,31,2,2,2,0,2,2,99,0,3,5,2,3,1,3,1,3,0,50104.71036,54873.42362,12,99
97693,1,80,4,2,2,0,1,1,0,0,1,2,1,1,1,4,1,2,0,11301.13481,12847.52107,3,3
97694,2,19,3,2,2,0,1,1,0,12,0,0,1,7,2,2,2,1,2,47296.09923,48745.92177,8,8
97695,2,52,6,2,2,0,2,1,8,0,4,4,1,2,2,3,2,2,0,15203.13574,15956.42511,6,6
97696,1,15,7,1,0,0,1,1,0,8,0,0,1,3,2,3,2,1,2,6362.787763,7590.094654,8,8
